employee_id,age,gender,marital_status,attrition,business_travel,over_time,distance_from_home,education_level,job_level,num_companies_worked,total_working_years,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,training_times_last_year,department_id,job_role_id,education_field_id
379,21,Male,Single,No,Travel_Rarely,No,3,2,1,1,3,3,2,1,0,4,2,7,4
380,37,Female,Divorced,No,Non-Travel,Yes,1,4,3,2,15,5,2,0,2,2,2,6,4
381,35,Female,Divorced,No,Travel_Rarely,No,22,3,3,7,10,7,7,6,2,6,2,4,2
382,38,Female,Divorced,No,Travel_Rarely,Yes,7,2,2,1,8,8,0,7,7,3,3,8,4
384,26,Female,Divorced,No,Travel_Frequently,No,1,3,2,1,6,6,5,1,4,6,2,5,2
385,50,Male,Divorced,No,Travel_Rarely,No,4,1,5,3,28,10,4,1,6,4,2,6,2
386,53,Male,Married,No,Travel_Rarely,Yes,3,4,4,3,21,5,3,1,3,5,2,6,4
387,42,Male,Married,No,Travel_Rarely,No,1,1,2,1,20,20,16,11,6,3,3,8,2
388,29,Male,Single,No,Travel_Frequently,No,2,2,2,1,10,10,7,0,9,3,3,8,2
389,55,Male,Married,No,Travel_Rarely,Yes,20,2,2,3,12,10,7,0,8,4,2,3,6
390,26,Male,Married,No,Travel_Frequently,Yes,11,2,2,1,5,5,3,3,3,3,2,1,4
391,37,Female,Single,No,Travel_Rarely,No,1,3,1,1,17,17,12,5,7,3,2,7,2
392,44,Male,Divorced,Yes,Travel_Frequently,Yes,24,3,1,3,19,1,0,0,0,0,2,3,2
393,38,Male,Divorced,No,Travel_Rarely,No,23,4,2,9,10,2,2,1,2,2,2,1,2
394,26,Male,Divorced,Yes,Travel_Rarely,Yes,16,4,1,2,5,3,2,0,2,2,2,3,4
395,28,Female,Single,No,Travel_Rarely,No,8,2,1,1,5,5,3,0,2,3,2,7,2
396,49,Female,Single,No,Travel_Frequently,Yes,10,4,5,9,22,3,2,1,2,4,2,6,2
397,36,Male,Single,No,Travel_Rarely,No,3,3,2,4,10,8,0,7,7,2,2,7,6
399,31,Female,Divorced,No,Travel_Frequently,No,5,3,1,1,2,2,2,2,2,5,3,9,3
401,26,Male,Single,Yes,Travel_Rarely,Yes,4,4,2,1,8,8,7,7,4,0,3,8,3
403,37,Male,Married,No,Travel_Frequently,Yes,9,3,1,1,4,4,2,1,2,3,2,7,4
404,42,Female,Married,No,Travel_Frequently,No,26,3,4,5,23,20,4,4,8,2,3,8,3
405,18,Male,Single,Yes,Travel_Rarely,No,3,3,1,1,0,0,0,0,0,2,2,3,2
406,35,Male,Married,No,Travel_Rarely,No,16,3,3,0,12,11,9,6,9,3,3,8,3
407,36,Male,Married,No,Travel_Frequently,No,18,4,1,4,4,1,0,0,0,2,2,3,2
408,51,Male,Divorced,No,Travel_Rarely,No,2,3,2,5,13,4,1,1,2,3,2,5,4
410,41,Male,Single,No,Travel_Rarely,No,2,4,4,1,22,22,10,0,4,2,3,4,2
411,18,Female,Single,No,Travel_Rarely,No,10,3,1,1,0,0,0,0,0,2,3,9,4
412,28,Male,Single,No,Travel_Rarely,No,16,2,2,0,9,8,3,0,7,2,2,1,4
416,31,Male,Married,No,Travel_Rarely,No,7,3,2,4,10,8,7,7,7,3,3,8,6
417,39,Male,Divorced,No,Travel_Rarely,No,1,3,3,0,19,18,10,3,7,5,2,1,4
419,36,Female,Married,No,Non-Travel,No,24,4,2,7,11,9,8,0,8,3,2,3,2
420,32,Male,Married,No,Travel_Rarely,No,7,3,2,1,13,13,8,4,8,3,3,8,2
421,38,Female,Married,No,Travel_Rarely,No,25,2,3,3,19,10,8,0,1,2,2,6,2
422,58,Male,Divorced,No,Non-Travel,Yes,1,4,2,2,12,5,3,1,2,2,2,1,2
423,31,Male,Married,No,Travel_Rarely,Yes,5,4,1,0,6,5,2,0,3,4,2,7,6
424,31,Male,Married,No,Travel_Rarely,No,2,3,2,3,9,2,2,1,0,1,1,2,1
425,45,Male,Divorced,No,Travel_Frequently,No,7,3,3,1,24,24,9,9,11,2,2,3,2
426,31,Male,Divorced,No,Travel_Rarely,Yes,2,4,1,0,3,2,2,2,2,2,2,7,2
428,33,Female,Married,No,Travel_Frequently,No,5,4,3,6,12,10,6,8,8,2,2,4,2
429,39,Male,Married,No,Travel_Rarely,Yes,10,1,4,1,21,21,9,11,10,3,2,4,4
430,43,Female,Single,No,Travel_Frequently,No,10,4,1,0,9,8,7,1,7,5,2,3,2
431,49,Female,Single,No,Travel_Rarely,Yes,1,2,4,7,25,7,1,0,7,2,2,1,6
433,52,Male,Married,Yes,Travel_Rarely,No,8,4,2,2,11,8,2,7,7,3,2,7,4
434,27,Female,Single,No,Travel_Rarely,Yes,5,3,1,1,4,4,3,1,2,2,2,7,2
436,32,Female,Married,No,Travel_Rarely,Yes,8,2,2,1,13,13,12,11,9,2,3,8,6
437,27,Male,Single,No,Travel_Rarely,Yes,2,3,2,1,5,5,4,0,4,3,3,8,2
438,31,Male,Divorced,No,Travel_Rarely,No,7,3,2,4,13,7,7,1,7,3,3,8,3
439,32,Female,Single,No,Travel_Rarely,No,2,4,2,7,10,7,7,0,7,0,2,7,4
440,28,Male,Married,Yes,Travel_Rarely,Yes,2,4,1,5,5,3,2,2,2,4,2,7,4
441,30,Female,Married,No,Travel_Rarely,No,28,2,2,1,11,10,8,1,9,2,2,7,4
442,31,Female,Married,No,Travel_Frequently,No,7,2,3,1,10,10,9,8,9,2,2,5,2
444,39,Male,Married,No,Travel_Frequently,No,7,2,5,1,21,21,9,13,3,2,2,4,4
445,39,Female,Married,Yes,Travel_Rarely,Yes,3,2,2,4,12,1,0,0,0,3,3,8,4
446,33,Male,Single,No,Travel_Frequently,No,10,3,2,3,9,7,7,0,1,6,3,8,3
447,47,Male,Married,No,Travel_Rarely,No,5,5,5,4,21,3,2,1,1,2,2,6,2
448,43,Female,Divorced,No,Travel_Frequently,No,10,4,2,1,9,9,7,0,0,3,2,3,2
449,27,Male,Married,No,Non-Travel,Yes,1,1,2,0,6,5,4,1,4,0,3,8,3
450,54,Female,Single,No,Travel_Frequently,No,20,4,2,3,20,4,3,0,3,4,2,7,2
451,43,Female,Married,No,Travel_Rarely,No,7,3,3,8,10,1,0,0,0,1,2,1,2
452,45,Male,Married,No,Travel_Rarely,No,8,4,2,9,12,10,9,9,8,3,2,7,5
453,40,Male,Married,No,Travel_Rarely,Yes,1,2,2,2,6,4,3,0,2,2,3,8,4
454,29,Male,Married,Yes,Travel_Rarely,Yes,8,4,1,1,7,7,7,0,7,4,2,3,5
455,29,Male,Single,No,Travel_Rarely,No,9,5,1,0,4,3,2,2,2,2,2,3,5
456,30,Female,Divorced,No,Travel_Rarely,No,5,3,2,1,10,10,9,1,2,2,3,8,3
458,27,Female,Married,No,Travel_Rarely,No,8,4,2,1,8,8,7,0,7,3,3,8,3
460,37,Male,Divorced,No,Travel_Rarely,No,5,2,2,7,8,6,2,0,4,2,2,5,4
461,38,Male,Divorced,No,Travel_Rarely,Yes,15,2,3,0,12,11,10,2,9,3,2,6,2
462,31,Female,Single,No,Travel_Rarely,Yes,7,4,3,1,11,11,9,4,10,2,2,5,4
463,29,Female,Divorced,No,Travel_Rarely,Yes,10,1,2,1,7,7,7,1,7,2,3,8,3
464,35,Male,Single,No,Travel_Rarely,No,5,4,3,0,17,16,6,0,13,5,2,5,6
465,23,Male,Divorced,No,Travel_Rarely,No,26,1,1,1,4,4,2,0,2,2,2,7,2
466,41,Male,Single,No,Travel_Rarely,Yes,6,3,2,6,8,5,4,1,2,3,2,5,4
467,47,Male,Single,No,Travel_Frequently,No,4,1,2,3,5,0,0,0,0,3,3,9,4
468,42,Female,Single,No,Travel_Rarely,No,23,5,4,2,16,1,0,0,0,2,2,6,2
469,29,Male,Married,No,Non-Travel,No,2,3,2,1,4,4,3,0,2,3,3,8,2
470,42,Male,Divorced,No,Travel_Rarely,Yes,2,1,1,0,4,3,2,1,0,5,1,2,6
471,32,Female,Married,No,Travel_Rarely,No,2,3,1,1,8,8,0,0,7,4,2,3,4
473,48,Female,Married,No,Travel_Rarely,No,29,1,3,3,15,0,0,0,0,3,3,4,4
474,37,Male,Divorced,No,Travel_Rarely,Yes,6,3,2,4,13,7,7,6,7,2,2,7,4
475,30,Female,Married,No,Non-Travel,Yes,25,2,2,7,4,2,2,2,2,2,3,8,6
476,26,Male,Married,No,Travel_Rarely,No,1,3,2,1,8,8,7,7,7,3,3,8,2
477,42,Male,Single,No,Travel_Rarely,No,2,4,2,3,14,1,0,0,0,6,2,1,5
478,21,Female,Single,Yes,Travel_Frequently,Yes,1,1,1,1,3,3,2,1,2,3,3,9,6
479,36,Female,Single,No,Non-Travel,No,1,5,2,4,7,1,0,0,0,6,3,8,4
481,36,Male,Married,No,Travel_Frequently,No,3,4,3,4,16,13,9,1,12,2,3,8,4
482,57,Male,Married,No,Travel_Rarely,No,1,4,2,2,15,3,2,1,2,2,2,1,4
483,40,Female,Married,No,Travel_Rarely,Yes,10,4,1,3,10,7,7,1,7,3,2,3,2
484,21,Male,Single,No,Non-Travel,No,9,2,1,1,3,3,2,2,2,3,3,9,4
485,33,Female,Single,Yes,Travel_Rarely,Yes,5,3,1,1,1,1,0,0,0,2,3,9,3
486,37,Female,Married,No,Travel_Rarely,No,10,3,1,6,17,5,4,0,3,3,2,3,4
487,46,Female,Married,No,Non-Travel,No,7,4,2,2,7,1,0,0,0,2,2,5,4
488,41,Male,Single,Yes,Travel_Frequently,No,4,3,2,1,8,8,7,7,7,5,3,8,3
491,50,Male,Single,No,Travel_Rarely,No,10,3,3,6,20,4,3,1,3,2,2,1,6
492,40,Male,Married,Yes,Travel_Rarely,Yes,22,2,2,2,8,6,4,1,0,6,3,8,3
493,31,Male,Single,No,Travel_Rarely,Yes,9,4,1,0,3,2,2,2,2,5,2,7,2
494,21,Female,Single,Yes,Travel_Rarely,No,12,3,1,1,1,1,0,0,0,0,3,9,2
495,29,Male,Single,No,Travel_Rarely,No,23,3,1,9,6,3,2,1,2,4,2,7,2
496,35,Male,Single,No,Travel_Rarely,No,9,4,2,9,10,1,1,0,0,5,2,1,2
497,27,Male,Divorced,No,Travel_Rarely,No,1,2,1,1,5,5,2,0,4,2,2,3,4
498,28,Male,Single,No,Travel_Rarely,No,9,4,2,1,7,7,5,0,7,1,3,8,2
499,49,Male,Single,No,Travel_Rarely,No,7,3,3,8,26,5,2,0,0,2,2,1,5
500,51,Female,Married,No,Travel_Rarely,No,14,2,2,4,18,7,7,0,7,2,3,8,2
501,36,Female,Married,No,Travel_Rarely,No,2,3,1,4,6,2,2,2,2,3,2,7,2
502,34,Male,Single,Yes,Non-Travel,Yes,19,3,2,8,9,5,2,0,4,3,3,8,3
505,55,Female,Single,No,Travel_Rarely,Yes,2,3,4,2,30,5,4,1,2,2,2,4,2
507,24,Female,Divorced,No,Travel_Rarely,Yes,10,4,2,1,5,5,2,0,3,2,3,8,3
508,30,Male,Married,No,Travel_Rarely,No,2,1,1,1,1,1,0,0,0,3,3,9,6
510,26,Male,Single,Yes,Travel_Frequently,No,3,1,1,0,7,6,4,0,4,2,2,7,6
511,22,Female,Married,No,Travel_Rarely,No,11,3,1,1,2,2,1,1,2,1,2,7,4
513,36,Male,Married,No,Travel_Rarely,No,2,2,3,1,10,10,9,9,0,2,3,8,4
514,30,Male,Single,Yes,Travel_Frequently,Yes,4,3,1,9,3,1,0,0,0,4,2,7,6
515,37,Female,Divorced,No,Travel_Rarely,No,14,3,1,1,18,18,7,12,17,2,2,3,2
516,40,Female,Divorced,No,Travel_Rarely,No,2,2,2,7,8,5,4,1,3,5,3,8,3
517,42,Female,Divorced,No,Travel_Rarely,No,1,4,1,3,8,5,2,1,2,5,2,3,2
518,37,Male,Single,No,Travel_Rarely,Yes,10,4,2,2,18,1,0,0,1,2,2,5,2
520,43,Male,Divorced,No,Travel_Rarely,No,12,3,4,1,25,25,10,3,9,3,2,6,2
521,40,Female,Married,No,Travel_Rarely,No,2,3,2,6,20,1,0,0,0,3,2,3,4
522,54,Male,Married,No,Travel_Rarely,No,5,2,5,4,24,4,2,1,2,4,2,6,4
523,34,Female,Married,No,Non-Travel,No,4,4,2,9,6,3,2,1,2,3,3,8,3
524,31,Female,Married,No,Travel_Rarely,No,7,2,2,1,13,13,10,3,12,5,2,5,4
525,43,Male,Married,No,Travel_Frequently,No,21,3,1,7,8,3,2,1,2,1,2,3,4
526,43,Female,Divorced,No,Travel_Rarely,Yes,8,4,2,4,8,5,2,0,2,3,2,1,5
527,25,Female,Single,No,Travel_Rarely,Yes,4,2,2,1,5,5,4,1,3,3,3,8,2
529,37,Female,Married,No,Non-Travel,Yes,25,5,2,3,15,13,11,10,7,2,2,7,4
530,31,Male,Married,No,Travel_Rarely,No,1,2,1,1,4,4,2,3,2,3,2,3,2
531,39,Male,Divorced,No,Travel_Frequently,Yes,1,1,5,1,21,21,8,1,6,3,2,4,2
532,56,Female,Married,No,Travel_Frequently,No,6,3,4,9,36,7,7,7,7,0,3,8,2
533,30,Female,Single,No,Travel_Rarely,No,12,3,2,0,6,5,4,4,4,6,3,8,6
534,41,Male,Married,No,Travel_Rarely,No,1,3,3,1,10,10,7,0,7,2,3,8,3
536,28,Male,Divorced,No,Travel_Rarely,No,17,2,2,1,10,10,0,1,8,2,2,3,4
538,25,Male,Married,Yes,Travel_Rarely,No,3,3,1,5,6,2,2,0,2,5,2,3,4
543,52,Male,Married,No,Travel_Rarely,Yes,3,3,3,2,28,5,4,0,4,4,2,5,4
544,45,Male,Married,No,Travel_Rarely,No,10,2,1,3,8,2,2,0,2,3,2,7,2
546,52,Female,Married,No,Travel_Rarely,No,4,2,4,2,31,5,2,1,4,2,2,4,2
547,42,Female,Divorced,No,Travel_Frequently,No,29,2,2,2,19,5,4,0,2,3,2,7,2
548,30,Female,Single,No,Travel_Rarely,No,2,3,2,2,11,5,4,0,2,2,2,5,2
549,60,Female,Married,No,Travel_Rarely,No,7,3,5,5,33,29,8,11,10,5,2,4,2
550,46,Female,Divorced,No,Travel_Rarely,No,18,3,2,2,19,10,7,0,8,5,2,5,4
551,42,Female,Married,No,Travel_Frequently,No,28,4,2,0,7,6,5,0,4,4,2,1,6
554,24,Female,Single,Yes,Travel_Rarely,Yes,1,1,1,1,6,5,3,1,4,4,3,9,6
555,34,Female,Divorced,Yes,Travel_Frequently,No,6,2,1,0,3,2,2,1,0,3,3,9,3
556,38,Male,Married,No,Travel_Frequently,Yes,2,2,1,1,1,1,0,0,0,3,2,3,2
558,40,Female,Married,No,Travel_Rarely,No,2,4,5,0,21,20,15,1,12,2,3,4,2
560,26,Female,Divorced,No,Travel_Rarely,No,23,3,1,1,3,3,2,0,2,3,2,7,2
562,30,Male,Married,No,Non-Travel,No,3,3,1,4,9,5,3,1,4,3,2,3,2
564,29,Male,Married,No,Travel_Rarely,No,3,4,3,1,10,10,2,0,7,2,2,6,4
565,29,Female,Married,Yes,Travel_Rarely,No,25,5,1,5,6,2,2,1,1,2,2,7,6
566,19,Male,Single,Yes,Travel_Rarely,No,2,2,1,1,1,1,0,0,0,3,1,2,6
567,30,Female,Married,No,Non-Travel,No,22,4,3,0,10,9,8,7,8,3,3,8,5
568,57,Male,Divorced,No,Travel_Rarely,No,29,3,4,3,32,1,0,0,0,3,3,4,3
569,50,Male,Married,No,Travel_Rarely,No,29,4,4,0,28,27,10,15,7,2,2,4,2
571,30,Female,Single,No,Non-Travel,No,2,3,1,0,12,11,7,6,7,2,2,3,4
573,60,Female,Married,No,Travel_Frequently,No,28,3,3,4,22,18,13,13,11,5,3,8,3
574,47,Female,Divorced,No,Travel_Rarely,No,2,2,2,5,20,5,0,0,4,2,2,5,4
575,46,Male,Married,No,Travel_Rarely,No,2,3,4,6,26,3,2,0,1,2,2,6,2
577,35,Male,Single,No,Travel_Rarely,No,22,3,1,0,6,5,4,4,3,2,2,3,2
578,54,Female,Single,No,Travel_Rarely,No,8,4,2,7,19,1,0,0,0,3,2,3,2
579,34,Male,Divorced,No,Travel_Rarely,No,2,4,1,3,14,7,3,5,7,3,2,7,2
580,46,Female,Married,No,Travel_Rarely,Yes,10,3,3,2,15,3,2,1,2,3,3,8,3
581,31,Male,Divorced,No,Travel_Rarely,No,9,1,3,1,13,13,8,0,8,6,2,5,2
582,33,Male,Married,Yes,Travel_Rarely,Yes,15,1,3,7,15,7,6,7,7,2,2,4,4
584,33,Male,Divorced,Yes,Travel_Rarely,No,10,1,1,7,8,4,3,1,3,2,2,3,4
585,30,Male,Single,No,Travel_Rarely,No,7,1,1,0,4,3,2,1,2,3,3,9,3
586,35,Male,Married,No,Travel_Rarely,Yes,16,3,3,4,10,8,7,0,0,2,2,1,2
587,31,Male,Married,Yes,Travel_Frequently,No,20,3,3,3,12,1,0,0,0,2,2,1,2
590,34,Female,Divorced,Yes,Travel_Frequently,Yes,23,3,3,9,11,3,2,0,2,2,1,2,1
591,42,Male,Married,No,Travel_Frequently,No,5,2,1,4,8,2,2,2,0,4,2,3,5
592,36,Male,Single,No,Non-Travel,No,10,4,3,1,10,10,3,9,7,3,3,8,4
593,22,Male,Single,Yes,Travel_Frequently,No,4,1,1,5,4,2,2,1,2,3,2,3,6
595,48,Female,Married,No,Travel_Rarely,No,2,5,2,2,14,9,7,6,7,2,3,8,3
597,55,Female,Single,No,Travel_Rarely,No,18,5,4,3,37,10,9,7,7,2,3,4,2
599,41,Male,Single,No,Non-Travel,No,10,2,2,7,16,14,3,1,10,3,3,8,2
600,35,Male,Married,No,Travel_Rarely,No,1,3,2,9,15,11,9,6,9,2,3,8,3
601,40,Female,Single,No,Travel_Rarely,No,6,3,4,7,22,20,6,5,13,3,2,5,2
602,39,Female,Married,No,Travel_Frequently,No,8,1,1,1,8,8,3,0,7,3,2,3,2
604,31,Male,Single,No,Travel_Rarely,Yes,2,1,2,4,10,6,5,0,5,2,3,8,2
605,42,Male,Married,No,Travel_Rarely,Yes,24,3,3,1,10,10,9,5,8,5,2,5,4
606,45,Male,Married,No,Travel_Rarely,No,2,3,2,0,9,8,7,3,7,3,3,8,5
608,26,Female,Divorced,Yes,Travel_Frequently,Yes,17,4,1,0,8,7,7,1,0,2,1,2,2
611,29,Male,Divorced,No,Travel_Rarely,No,19,3,2,4,8,3,2,1,2,2,2,5,6
612,33,Female,Divorced,No,Travel_Rarely,No,1,5,4,4,10,6,1,0,5,2,2,6,4
613,31,Male,Divorced,No,Travel_Rarely,No,7,3,3,9,10,5,4,0,1,3,3,4,2
614,18,Male,Single,Yes,Travel_Frequently,Yes,5,3,1,1,0,0,0,0,0,3,3,9,3
615,40,Male,Divorced,No,Non-Travel,No,28,3,3,3,20,1,0,0,1,2,3,8,5
616,41,Female,Single,No,Non-Travel,Yes,2,4,2,2,10,8,7,0,7,3,2,1,5
618,26,Male,Divorced,No,Travel_Rarely,No,29,2,2,5,8,0,0,0,0,5,3,8,4
620,35,Female,Single,No,Travel_Rarely,No,1,3,2,1,5,5,4,0,3,3,3,8,4
621,34,Male,Single,No,Travel_Rarely,No,21,4,2,1,10,10,7,5,7,3,3,8,2
622,26,Male,Single,Yes,Travel_Rarely,Yes,24,3,1,1,1,1,0,0,0,3,2,3,6
623,37,Female,Single,No,Travel_Rarely,No,1,3,3,4,12,6,5,1,2,3,2,5,6
624,46,Female,Married,No,Travel_Frequently,No,18,1,3,5,28,2,2,1,2,3,2,1,4
625,41,Female,Married,No,Travel_Rarely,No,2,5,4,7,22,18,16,11,8,2,3,4,2
626,37,Male,Divorced,No,Non-Travel,No,9,4,3,1,9,9,5,7,7,6,3,8,4
630,52,Male,Divorced,No,Travel_Rarely,Yes,6,2,2,3,18,10,9,6,9,3,2,7,6
631,32,Male,Married,Yes,Non-Travel,No,11,4,2,8,6,4,2,1,2,2,3,8,5
632,24,Male,Married,No,Travel_Frequently,No,24,3,1,0,3,2,2,2,1,3,3,9,4
634,38,Female,Married,No,Travel_Rarely,No,10,3,2,3,18,1,0,0,0,4,2,1,4
635,37,Female,Married,No,Travel_Rarely,No,1,4,2,6,8,6,5,4,3,2,2,5,2
638,49,Male,Divorced,No,Travel_Rarely,Yes,18,4,5,1,31,31,9,0,9,5,2,6,2
639,24,Male,Married,No,Travel_Rarely,Yes,23,3,1,1,6,6,5,1,4,3,2,7,4
641,26,Male,Married,No,Travel_Rarely,No,28,2,2,1,6,5,3,1,4,5,3,8,3
643,24,Male,Married,No,Travel_Rarely,No,17,2,1,1,1,1,0,0,0,2,2,3,5
644,50,Male,Married,No,Travel_Frequently,No,3,3,5,1,32,32,5,10,7,2,1,4,4
645,25,Male,Married,No,Travel_Rarely,No,13,1,1,1,7,7,4,0,6,1,3,9,4
647,24,Female,Married,Yes,Travel_Frequently,Yes,7,3,1,1,6,6,3,1,2,4,2,3,2
648,30,Male,Married,Yes,Travel_Frequently,No,12,4,1,1,1,1,0,0,0,2,3,9,2
649,34,Male,Married,No,Travel_Rarely,Yes,1,2,1,1,6,6,5,1,3,3,2,7,2
650,31,Male,Divorced,Yes,Travel_Rarely,No,13,4,2,2,9,3,1,1,2,2,3,8,4
652,35,Male,Single,No,Travel_Rarely,No,25,2,2,4,9,3,2,0,2,3,2,3,5
653,31,Male,Divorced,No,Travel_Rarely,No,6,4,2,4,13,7,7,5,7,4,3,8,4
655,27,Female,Divorced,No,Travel_Rarely,No,6,4,1,0,6,5,3,0,3,5,2,7,4
656,37,Male,Married,No,Travel_Rarely,Yes,2,3,2,4,17,3,0,1,0,3,3,8,3
657,20,Female,Single,No,Travel_Rarely,No,1,3,1,1,1,1,0,0,0,0,2,7,2
659,42,Female,Married,No,Travel_Rarely,No,2,4,2,1,10,10,2,2,2,4,2,1,2
661,43,Male,Divorced,No,Travel_Rarely,Yes,6,4,4,4,21,1,0,0,0,3,2,6,5
662,38,Female,Single,No,Travel_Rarely,No,1,1,1,3,8,0,0,0,0,3,2,7,2
663,43,Male,Divorced,No,Travel_Frequently,Yes,9,5,2,3,10,8,7,4,7,3,2,3,4
664,48,Female,Married,No,Travel_Rarely,No,1,4,4,7,21,3,2,0,2,3,2,4,2
665,44,Female,Single,No,Travel_Rarely,No,1,4,2,4,10,2,2,0,2,1,1,2,2
666,34,Female,Divorced,No,Travel_Rarely,Yes,14,3,1,1,8,8,2,0,6,3,3,9,6
667,27,Male,Divorced,Yes,Travel_Rarely,No,2,1,1,0,5,4,3,0,2,3,3,9,3
669,21,Male,Single,No,Travel_Rarely,No,22,1,1,1,3,3,2,1,2,2,3,9,6
671,44,Male,Married,No,Travel_Rarely,Yes,3,4,5,4,26,2,2,0,1,2,2,4,5
675,22,Male,Married,No,Travel_Rarely,No,6,1,1,0,3,2,2,2,2,3,2,7,4
677,33,Male,Divorced,No,Travel_Rarely,No,8,4,2,0,6,5,0,1,2,3,3,8,3
679,32,Female,Married,No,Travel_Rarely,Yes,9,4,2,1,6,6,4,0,5,2,2,7,2
680,30,Female,Divorced,No,Travel_Frequently,No,3,3,1,1,1,1,0,0,0,2,2,7,4
682,53,Female,Single,No,Travel_Rarely,No,1,1,2,7,18,14,7,8,10,2,3,8,4
683,34,Male,Married,No,Travel_Rarely,No,1,5,1,1,10,10,9,8,8,4,2,7,2
684,45,Female,Married,Yes,Travel_Frequently,No,26,4,2,2,5,1,1,0,0,4,3,8,2
686,26,Female,Married,No,Travel_Rarely,Yes,6,3,1,1,3,3,2,0,2,2,2,3,2
689,37,Male,Married,No,Travel_Rarely,No,3,3,3,1,10,10,7,7,8,2,2,5,5
690,29,Female,Married,No,Travel_Rarely,No,3,2,2,1,6,6,0,1,2,5,3,8,4
691,35,Male,Single,No,Travel_Rarely,No,6,4,2,1,17,17,11,11,8,3,2,7,2
692,33,Male,Divorced,No,Travel_Frequently,No,6,3,2,3,15,13,11,4,7,2,2,1,2
698,54,Male,Married,No,Travel_Rarely,No,19,4,3,2,16,9,7,7,1,1,1,2,4
699,36,Male,Divorced,No,Travel_Rarely,Yes,9,2,2,2,13,3,2,0,2,2,2,5,4
700,27,Male,Single,No,Travel_Rarely,No,3,4,1,0,5,4,2,1,1,0,2,7,4
701,20,Male,Single,Yes,Travel_Rarely,Yes,10,1,1,1,1,1,0,1,1,5,2,7,4
702,33,Male,Single,Yes,Travel_Frequently,Yes,3,3,1,1,10,10,8,9,7,3,2,7,2
704,35,Male,Married,No,Non-Travel,No,3,3,1,1,1,1,0,0,0,3,2,3,2
705,23,Male,Married,No,Travel_Rarely,No,4,3,1,2,5,3,2,0,2,3,2,7,4
707,25,Male,Married,No,Travel_Rarely,No,8,3,2,0,4,3,2,1,2,4,3,8,2
709,38,Female,Single,No,Travel_Rarely,No,7,4,2,0,8,7,7,0,5,2,3,8,3
710,29,Male,Divorced,No,Travel_Frequently,No,1,4,1,1,10,10,7,2,8,5,2,7,2
712,48,Male,Married,No,Travel_Rarely,No,2,1,2,3,12,2,2,2,2,3,3,8,3
714,27,Female,Divorced,No,Travel_Frequently,Yes,3,1,2,1,6,6,5,0,4,3,3,8,4
715,37,Male,Single,No,Travel_Rarely,No,10,2,1,3,4,1,0,0,0,2,2,7,2
716,50,Male,Married,No,Travel_Rarely,Yes,28,1,1,1,20,20,8,3,8,3,2,3,4
717,34,Female,Single,No,Travel_Rarely,No,9,3,3,1,9,8,7,7,7,3,2,1,4
720,24,Female,Single,Yes,Travel_Rarely,No,3,2,2,9,4,2,2,2,0,3,3,8,2
721,39,Female,Single,No,Travel_Rarely,No,2,4,2,1,20,20,7,11,10,4,2,1,6
722,32,Male,Single,No,Travel_Rarely,No,10,3,2,1,10,10,7,0,8,2,3,8,3
723,50,Male,Married,Yes,Travel_Frequently,Yes,8,2,2,3,18,4,3,1,3,4,3,8,6
724,38,Female,Single,No,Travel_Rarely,No,1,4,2,0,10,9,7,1,8,4,2,1,2
725,27,Female,Married,No,Travel_Rarely,No,1,2,3,1,9,9,7,0,7,3,2,5,2
727,32,Female,Single,No,Travel_Rarely,No,3,2,3,3,10,7,7,7,7,6,2,6,2
728,47,Male,Single,No,Travel_Rarely,No,14,4,2,2,20,7,7,1,7,2,3,8,3
729,40,Male,Married,No,Travel_Frequently,Yes,5,4,3,5,20,18,13,1,12,2,3,8,2
730,53,Male,Married,No,Travel_Rarely,No,7,3,4,3,32,5,1,1,3,3,2,6,2
731,41,Male,Divorced,No,Travel_Rarely,No,10,4,5,3,23,21,6,12,6,2,1,4,1
732,60,Male,Single,No,Travel_Rarely,No,16,4,2,8,10,2,2,2,2,1,3,8,3
733,27,Male,Divorced,No,Travel_Frequently,No,10,2,3,1,9,9,7,1,7,4,2,5,2
734,41,Male,Married,No,Travel_Rarely,No,1,3,5,1,22,22,7,2,10,3,1,4,1
738,50,Male,Married,No,Travel_Rarely,No,8,4,1,7,4,2,2,2,2,2,3,9,3
741,28,Female,Single,Yes,Travel_Rarely,Yes,1,2,1,7,10,7,7,3,7,4,2,7,2
742,36,Female,Married,No,Non-Travel,No,8,3,3,9,10,8,7,0,5,2,2,6,2
743,38,Female,Single,No,Travel_Rarely,Yes,1,3,3,4,10,1,0,0,0,4,2,5,2
744,44,Male,Single,No,Non-Travel,No,24,3,1,2,9,5,2,1,4,5,2,3,4
746,47,Female,Divorced,No,Travel_Frequently,Yes,3,3,4,9,28,22,2,11,13,2,3,8,4
747,30,Male,Divorced,No,Travel_Rarely,No,27,5,2,7,10,8,7,7,7,2,3,8,3
749,29,Male,Single,No,Travel_Rarely,No,10,3,1,1,1,1,0,0,0,6,3,9,2
752,42,Male,Divorced,Yes,Travel_Frequently,Yes,19,3,1,6,7,2,2,2,2,2,2,7,4
754,43,Male,Married,No,Travel_Frequently,No,15,3,2,3,7,2,2,2,2,5,3,8,2
757,34,Female,Single,No,Travel_Rarely,No,8,2,2,3,10,5,1,4,3,2,2,1,4
